id,shop_id,price,quantity,studio_name,guests,product_desc,username,order_id,product_id,lasting_hours,related_order_id,booking_date,total_item_price,cake_desc,cake_price,cake_size,cake_weight,contact_email,contact_number,contact_person,delivery_addr,delivery_charges,order_amount,pickup_delivery,pickup_delivery_date,pickup_delivery_time
49,1,150.00,6,,,"Size 12cm/400g/For 3 - 4 persons/150
To be delivered on 2024-10-11 , Friday at 10am - 2pm
Delivery to 123
Contact Person: 1
Phone Number: 12345678   Email: 1@a.com",admin,38,23,0,0,2024-10-09 23:38:56.581857+08,900.00,,0,,,,,,,0,0,,,
50,1,100.00,6,,,Big Cat,admin,38,1,0,0,2024-10-09 23:38:56.585423+08,600.00,,0,,,,,,,0,0,,,
51,1,150.00,6,,,"Size 12cm/400g/For 3 - 4 persons/150
To be delivered on 2024-10-11 , Friday at 10am - 2pm
Delivery to 123
Contact Person: 1
Phone Number: 12345678   Email: 1@a.com",admin,39,23,0,0,2024-10-09 23:38:57.073512+08,900.00,,0,,,,,,,0,0,,,
52,1,100.00,6,,,Big Cat,admin,39,1,0,0,2024-10-09 23:38:57.078306+08,600.00,,0,,,,,,,0,0,,,
53,1,1300.00,7,,,"Size 12cm/400g/For 3 - 4 persons/1300
To be delivered on 2024-10-11 , Friday at 10am - 2pm
Delivery to 123
Contact Person: we
Phone Number: 12345678   Email: 123@1.com",admin,40,22,0,0,2024-10-09 23:44:45.932395+08,9100.00,,0,,,,,,,0,0,,,
54,1,150.00,1,,,"Size 12cm/400g/For 3 - 4 persons/150
To be delivered on 2024-10-11 , Friday at 10am - 2pm
Delivery to 12
Contact Person: 12
Phone Number: 12345678   Email: 1@1.com",admin,40,23,0,0,2024-10-09 23:44:45.936343+08,150.00,,0,,,,,,,0,0,,,
55,1,420.00,1,Pink studio,1,"Blueberry Layer Chiffon
Pink studio
2024-10-24
13:00-16:00
1
","",41,15,0,0,2024-10-10 10:07:42.773889+08,420.00,,0,,,,,,,0,0,,,
56,1,150.00,4,,,"Size 12cm/400g/For 3 - 4 persons/150
To be delivered on 2024-10-12 , Saturday at 10am - 2pm
Delivery to 12345
Contact Person: r4tq
Phone Number: 12345678   Email: a@1.com","",41,23,0,0,2024-10-10 10:07:42.779989+08,600.00,,0,,,,,,,0,0,,,
57,1,400.00,9,Pink studio,1,"Oreo Chocolate Layer Cake
Pink studio
2024-10-24
14:00-17:00
1
",admin,42,10,0,0,2024-10-10 18:39:48.512505+08,3600.00,,0,,,,,,,0,0,,,
58,1,1820.00,1,,,"Size 22cm/1.2kg/For 10 - 12 persons/1820
To be delivered on 2024-10-17 , Thursday at 2pm - 6pm
Delivery to Hong Kong
Contact Person: Jackie Ng
Phone Number: 12345678   Email: 1@1.com",admin,43,26,0,0,2024-10-10 23:08:14.581085+08,1820.00,,0,,,,,,,0,0,,,
59,1,1500.00,1,,,"Birthday Cake
Alice
Mong Kok
15-Oct-24 04:00",admin,43,5,0,0,2024-10-10 23:08:14.586315+08,1500.00,,0,,,,,,,0,0,,,
60,1,400.00,1,Pink studio,1,"Oreo Chocolate Layer Cake
Pink studio
2024-10-25
12:00-15:00
Guest(s):1
",admin,43,10,0,0,2024-10-10 23:08:14.590251+08,400.00,,0,,,,,,,0,0,,,
61,1,300.00,1,,,"Mueller DuraCast 6 Quart Enameled Cast Iron Dutch Oven Pot with Lid, Heavy-Duty, Oven Safe up to 500° F",admin,43,4,0,0,2024-10-10 23:08:14.593376+08,300.00,,0,,,,,,,0,0,,,
62,1,150.00,1,,,"Size 12cm/400g/For 3 - 4 persons/150
To be delivered on 2024-10-12 , Saturday at 10am - 2pm
Delivery to Kowloon
Contact Person: jackie
Phone Number: 12345678   Email: 1@1.com",admin,44,23,0,0,2024-10-10 23:12:32.53424+08,150.00,,0,,,,,,,0,0,,,
63,1,30.00,1,,,"8-Piece Deep Glass Baking Dish Set with Plastic lids,Rectangular Glass Bakeware Set with Lids","",45,48,0,0,2024-10-10 23:48:29.088552+08,30.00,,0,,,,,,,0,0,,,
64,1,30.00,1,,,"8-Piece Deep Glass Baking Dish Set with Plastic lids,Rectangular Glass Bakeware Set with Lids","",46,48,0,0,2024-10-10 23:52:05.878935+08,30.00,,0,,,,,,,0,0,,,
